Bus ID,Trip ID,Latitude,Longitude,Speed,Heading,Accuracy,Timestamp,Status
"68e2018b0a047400d5606665","68e2018b0a047400d5606682",6.7723233737285815,79.88134010856662,40,91,9,"Sun Oct 05 2025 10:26:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606665","68e2018b0a047400d5606682",6.712956472377946,79.90247970341647,51,109,15,"Sun Oct 05 2025 10:36:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606665","68e2018b0a047400d5606682",6.58314019055373,79.96079874399464,66,104,11,"Sun Oct 05 2025 10:46:36 GMT+0530 (India Standard Time)","stopped"
"68e2018b0a047400d5606660","68e2018b0a047400d5606686",6.933997477036769,79.84322135741982,60,98,14,"Sun Oct 05 2025 09:36:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606660","68e2018b0a047400d5606686",6.713371211497054,79.90269673937168,61,108,7,"Sun Oct 05 2025 09:46:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606660","68e2018b0a047400d5606686",6.583491487375597,79.96103463407404,45,96,19,"Sun Oct 05 2025 09:56:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606660","68e2018b0a047400d5606686",6.141038205556169,80.10284153539713,78,99,6,"Sun Oct 05 2025 10:06:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606660","68e2018b0a047400d5606686",6.053917272508198,80.22052222799596,62,97,5,"Sun Oct 05 2025 10:16:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606660","68e2018b0a047400d5606686",5.975116297297542,80.36909652441305,54,93,18,"Sun Oct 05 2025 10:26:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606660","68e2018b0a047400d5606686",5.973807272800119,80.42936042140312,77,95,8,"Sun Oct 05 2025 10:36:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606660","68e2018b0a047400d5606686",5.955307805433524,80.55480518172796,74,104,6,"Sun Oct 05 2025 10:46:36 GMT+0530 (India Standard Time)","stopped"
"68e2018b0a047400d5606666","68e2018b0a047400d5606687",6.933907158521277,79.84269864557686,60,93,15,"Sun Oct 05 2025 10:06:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606666","68e2018b0a047400d5606687",6.712824116086074,79.9028283458898,75,96,19,"Sun Oct 05 2025 10:16:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606666","68e2018b0a047400d5606687",6.583258071638883,79.96059233138762,47,93,18,"Sun Oct 05 2025 10:26:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606666","68e2018b0a047400d5606687",6.140788385640358,80.10200594038972,58,107,9,"Sun Oct 05 2025 10:36:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606666","68e2018b0a047400d5606687",6.053032339640816,80.22114708696745,57,97,14,"Sun Oct 05 2025 10:46:36 GMT+0530 (India Standard Time)","stopped"
"68e2018b0a047400d5606661","68e2018b0a047400d560668b",6.933944954882773,79.8431306104731,40,103,7,"Sun Oct 05 2025 09:46:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606661","68e2018b0a047400d560668b",6.934322332754521,79.84311677753641,69,103,16,"Sun Oct 05 2025 09:56:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606661","68e2018b0a047400d560668b",6.934429282038143,79.84282429160312,56,109,6,"Sun Oct 05 2025 10:06:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606661","68e2018b0a047400d560668b",6.934764990495284,79.84318423123025,55,101,9,"Sun Oct 05 2025 10:16:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606661","68e2018b0a047400d560668b",6.93434114347581,79.84255357858935,67,109,9,"Sun Oct 05 2025 10:26:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606661","68e2018b0a047400d560668b",6.934177027360703,79.84315490892044,51,101,15,"Sun Oct 05 2025 10:36:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606661","68e2018b0a047400d560668b",6.93423783632072,79.84233472410756,52,104,6,"Sun Oct 05 2025 10:46:36 GMT+0530 (India Standard Time)","stopped"
"68e2018b0a047400d5606667","68e2018b0a047400d560668c",6.934419498894135,79.84247370160162,50,98,7,"Sun Oct 05 2025 10:06:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606667","68e2018b0a047400d560668c",8.754457202825222,80.49731603889093,57,91,13,"Sun Oct 05 2025 10:16:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606667","68e2018b0a047400d560668c",8.981223164588041,79.9041780583722,57,106,10,"Sun Oct 05 2025 10:26:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606667","68e2018b0a047400d560668c",9.395960719435463,80.39906683770278,73,108,17,"Sun Oct 05 2025 10:36:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606667","68e2018b0a047400d560668c",9.524296759137131,80.40897465449724,65,103,11,"Sun Oct 05 2025 10:46:36 GMT+0530 (India Standard Time)","stopped"
"68e2018b0a047400d5606662","68e2018b0a047400d5606690",7.291076922433146,80.63329224321471,72,94,12,"Sun Oct 05 2025 09:36:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606662","68e2018b0a047400d5606690",7.290233265661199,80.63406497897067,64,91,9,"Sun Oct 05 2025 09:46:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606662","68e2018b0a047400d5606690",7.290813945621512,80.63390938781777,79,108,8,"Sun Oct 05 2025 09:56:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606662","68e2018b0a047400d5606690",7.2906658532684885,80.63347165853146,62,109,7,"Sun Oct 05 2025 10:06:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606662","68e2018b0a047400d5606690",7.290634180445408,80.63377758703294,74,97,9,"Sun Oct 05 2025 10:16:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606662","68e2018b0a047400d5606690",7.290706815049387,80.6338019878772,56,105,15,"Sun Oct 05 2025 10:26:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606662","68e2018b0a047400d5606690",7.290115870865416,80.63352897232546,67,107,12,"Sun Oct 05 2025 10:36:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606662","68e2018b0a047400d5606690",7.290499310708759,80.63413978024548,72,95,14,"Sun Oct 05 2025 10:46:36 GMT+0530 (India Standard Time)","stopped"
"68e2018b0a047400d560666e","68e2018b0a047400d5606691",7.290271175818357,80.63394750957328,78,101,11,"Sun Oct 05 2025 09:56:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d560666e","68e2018b0a047400d5606691",7.469953903162084,80.62379305845768,42,104,14,"Sun Oct 05 2025 10:06:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d560666e","68e2018b0a047400d5606691",7.860207916498101,80.65185055991793,73,107,12,"Sun Oct 05 2025 10:16:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d560666e","68e2018b0a047400d5606691",8.311013554804207,80.4036455298262,77,91,5,"Sun Oct 05 2025 10:26:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d560666e","68e2018b0a047400d5606691",8.75399464756769,80.49667333091455,74,107,15,"Sun Oct 05 2025 10:36:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d560666e","68e2018b0a047400d5606691",9.396373264118592,80.39923872010017,51,102,16,"Sun Oct 05 2025 10:46:36 GMT+0530 (India Standard Time)","stopped"
"68e2018b0a047400d5606663","68e2018b0a047400d5606695",6.9340476229426296,79.84269250997889,44,90,19,"Sun Oct 05 2025 10:06:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606663","68e2018b0a047400d5606695",7.486187092184,80.36202015889232,59,102,5,"Sun Oct 05 2025 10:16:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606663","68e2018b0a047400d5606695",7.861080266023798,80.65132930117167,73,93,18,"Sun Oct 05 2025 10:26:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606663","68e2018b0a047400d5606695",8.035828945300413,80.75203131183792,61,99,9,"Sun Oct 05 2025 10:36:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606663","68e2018b0a047400d5606695",7.939999288978355,81.01914633573647,76,91,11,"Sun Oct 05 2025 10:46:36 GMT+0530 (India Standard Time)","stopped"
"68e2018b0a047400d5606669","68e2018b0a047400d5606696",6.934091860979368,79.84321853261326,54,108,6,"Sun Oct 05 2025 09:26:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606669","68e2018b0a047400d5606696",6.934435666042515,79.84298880071142,47,94,13,"Sun Oct 05 2025 09:36:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606669","68e2018b0a047400d5606696",6.934470138602989,79.84298805042667,43,93,8,"Sun Oct 05 2025 09:46:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606669","68e2018b0a047400d5606696",6.934438389396966,79.84248645400685,55,90,12,"Sun Oct 05 2025 09:56:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606669","68e2018b0a047400d5606696",6.93489098759469,79.84292263463594,52,103,8,"Sun Oct 05 2025 10:06:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606669","68e2018b0a047400d5606696",6.9345917873825185,79.84294868308804,55,93,18,"Sun Oct 05 2025 10:16:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606669","68e2018b0a047400d5606696",6.934047316682913,79.84273959709691,71,91,19,"Sun Oct 05 2025 10:26:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606669","68e2018b0a047400d5606696",6.9348839977169225,79.8430266982434,63,101,7,"Sun Oct 05 2025 10:36:36 GMT+0530 (India Standard Time)","moving"
"68e2018b0a047400d5606669","68e2018b0a047400d5606696",6.934238280188895,79.84291419891267,41,90,12,"Sun Oct 05 2025 10:46:36 GMT+0530 (India Standard Time)","stopped"
